AnimalType,Name,SpecificBreed,PrimaryBreed,PrimaryColour,De-sexed,Gender,Age,Locality
Cat       ,Harry,DOMSH     ,DOMSH ,BlackWhite,Y,M,12,BLI BLI
D         ,Burton,SPANIELCK ,SPANIE,Gold      ,Y,M,8,PEREGIAN SPRINGS
D         ,Roxy,SHIHTZUX  ,SHIHTZ,BlackWhite,Y,F,9,SIPPY DOWNS
Cat       ,Cindy,DOMSH     ,DOMSH ,GreyWhite ,Y,F,8,WARANA
D         ,Nissa,LABRADOR  ,LABRAD,Yellow    ,Y,F,9,YAROOMBA
D         ,Moritz,SCHNAUZMN ,SCHNAU,SaltPepper,Y,M,8,BURNSIDE
D         ,Loto,POODLEX   ,POODLE,BlackWhite,Y,M,8,BUDERIM
D         ,Patch,CHIHUAHUAX,CHIHUA,BlackTanWh,Y,M,7,LANDSBOROUGH
D         ,Tango,COLLBORDRX,COLLBO,Black     ,Y,F,7,GLASS HOUSE MOUNTAINS
D         ,Storm,BEAGLE    ,BEAGLE,TriColour ,Y,M,7,CURRIMUNDI
D         ,Benji,COLLBORDR ,COLLBO,RedWhite  ,Y,M,7,PARREARRA
D         ,Rosie,PUG       ,PUG   ,Fawn      ,Y,F,10,GOLDEN BEACH
D         ,Belle,STAFFRDBTX,STAFFR,RedBrown  ,Y,F,8,MALENY
Cat       ,Belle,BIRMAN    ,BIRMAN,White     ,Y,F,15,NAMBOUR
D         ,Roxie,LABRADOR  ,LABRAD,Chocolate ,Y,F,13,CALOUNDRA WEST
D         ,Archie,BICHONFRS ,BICHON,White     ,Y,M,10,CURRIMUNDI
Cat       ,Nikki,DOMLH     ,DOMLH ,WhiteBlack,Y,F,8,BATTERY HILL
D         ,Autumn,LABRADOR  ,LABRAD,Brown     ,Y,F,7,YAROOMBA
D         ,Sully,STAFFRDAM ,STAFFR,White     ,Y,F,10,CURRIMUNDI
D         ,Lily,BULLTERMNX,BULLTE,White     ,Y,F,13,EERWAH VALE
D         ,Tashi,LHASAAPSO ,LHASAA,Caramel   ,Y,M,9,BUDERIM
D         ,Mickey,MOODLE    ,MOODLE,Caramel   ,Y,M,8,GOLDEN BEACH
D         ,Skye,SPANIELCV ,SPANIE,Ruby      ,Y,F,9,BUDERIM
D         ,Chilli,STAFFRDBT ,STAFFR,Red       ,Y,F,7,BOKARINA
D         ,Daka,STAFFRDBTX,STAFFR,Brindle   ,Y,M,7,NINDERRY
D         ,Snoopy,FOXTERRIE ,FOXTER,BlackWhite,Y,F,16,PARKLANDS
Cat       ,Boots,BURMESE   ,BURMES,GreyWhite ,Y,M,8,BUDERIM
D         ,Rambo,MOODLE    ,MOODLE,White     ,Y,M,8,SIPPY DOWNS
Cat       ,Twistie,DOMSH     ,DOMSH ,Ginger    ,Y,M,7,TWIN WATERS
Cat       ,Coco,DOMSH     ,DOMSH ,BlackBrown,Y,F,8,BLI BLI
D         ,Sabre,STAFFRDBTX,STAFFR,Brindle   ,Y,F,15,BLI BLI
D         ,Charlie Brown,FOXTERRMNX,FOXTER,Tan       ,Y,M,8,GLASS HOUSE MOUNTAINS
D         ,Mika,COLLBORDRX,COLLBO,BlackWhite,Y,F,7,MOUNTAIN CREEK
D         ,Nigg,JACKRUSSL ,JACKRU,WhiteTan  ,Y,M,8,DOONAN
D         ,Dakota,COLLBORDR ,COLLBO,Chocolate ,Y,F,7,CURRIMUNDI
Cat       ,Grey,DOMSH     ,DOMSH ,Silver    ,Y,F,8,YAROOMBA
D         ,Lizzy,GREYHOUND ,GREYHO,Blue      ,Y,F,9,KIELS MOUNTAIN
D         ,Bodie,BULLTERR  ,BULLTE,BlackWhite,N,M,7,GLASS HOUSE MOUNTAINS
D         ,Buster,JACKRUSSL ,JACKRU,TanWhite  ,N,M,10,BARINGA
D         ,Benson,SPOODLE   ,SPOODL,Black     ,Y,M,10,AROONA
Cat       ,Mous,DOMSH     ,DOMSH ,GreyBlack ,Y,M,8,KENILWORTH
D         ,Marley,SPANIELCV ,SPANIE,Blenheim  ,Y,M,8,MUDJIMBA
Cat       ,Lily,DOMSH     ,DOMSH ,GreyWhite ,Y,F,8,BUDERIM
D         ,Fang,STAFFRDBTX,STAFFR,Brindle   ,Y,M,7,HIGHWORTH
D         ,Hayden,SPANIELCV ,SPANIE,Blenheim  ,Y,M,8,BEERWAH
D         ,Malibu,KELPIEAUSX,KELPIE,BlackTan  ,Y,F,11,PALMVIEW
D         ,Coco,KELPIEAUS ,KELPIE,BrownTan  ,Y,F,9,PALMVIEW
D         ,Shayla,FOXTERRMN ,FOXTER,TriColour ,Y,F,9,BUDERIM
D         ,Gus,TERRIER   ,TERRIE,TanWhite  ,Y,M,9,MAROOCHYDORE
D         ,Marley Belle,STAFFRDBTX,STAFFR,Black     ,Y,F,7,DOONAN
D         ,Durbs,LHASAAPSOX,LHASAA,BlackWhite,Y,M,11,LANDSBOROUGH
D         ,Bindi,KELPIEAUSX,KELPIE,TriColour ,Y,F,8,BUDERIM
D         ,Holley,LABRADOR  ,LABRAD,Gold      ,Y,F,7,GOLDEN BEACH
D         ,Sonic,RETRIEVGDX,RETRIE,Brown     ,Y,M,8,GLASS HOUSE MOUNTAINS
D         ,Boris,COLLBORDRX,COLLBO,BlackWhite,Y,M,8,MOUNT COOLUM
Cat       ,Lucy,DOMSH     ,DOMSH ,Tortoise  ,Y,F,7,PEREGIAN SPRINGS
Cat       ,Jessica,DOMSH     ,DOMSH ,Tortoise  ,Y,F,7,PEREGIAN SPRINGS
D         ,Louis,MALTESEX  ,MALTES,White     ,Y,M,15,BUDERIM
D         ,Marley,LABRADOR  ,LABRAD,Chocolate ,Y,F,7,LITTLE MOUNTAIN
Cat       ,Rosie,DOMSH     ,DOMSH ,Tortoise  ,Y,F,7,YANDINA
Cat       ,Billie,DOMSH     ,DOMSH ,Tabby     ,Y,M,7,NAMBOUR
Cat       ,Jess,DOMSH     ,DOMSH ,WhiteBlack,Y,F,9,CAMBROON
D         ,Kelly,MALTESEX  ,MALTES,White     ,Y,F,13,LANDSBOROUGH
D         ,Kelli,CATTLEDOGX,CATTLE,WhiteBlack,Y,F,9,MAROOCHY RIVER
Cat       ,Sultan,DOMSH     ,DOMSH ,Black     ,Y,U,9,BUDERIM
Cat       ,Jett,DOMSH     ,DOMSH ,Black     ,Y,M,7,MOOLOOLABA
Cat       ,Cattier,DOMSH     ,DOMSH ,White     ,Y,M,7,BLI BLI
Cat       ,Kira,DOMSH     ,DOMSH ,BlackWhite,Y,F,7,SIPPY DOWNS
Cat       ,Yoshi,DOMSH     ,DOMSH ,GreyWhite ,Y,M,7,SIPPY DOWNS
Cat       ,Kitty,DOMSH     ,DOMSH ,Tabby     ,Y,F,7,KENILWORTH
D         ,Buddy,SPANIELCV ,SPANIE,BlackWhite,Y,M,8,BEERBURRUM
D         ,Lucy,CAVOODLE  ,CAVOOD,CaramelWht,Y,F,8,MERIDAN PLAINS
D         ,Harper,SPANIELCV ,SPANIE,Blenheim  ,Y,M,8,YANDINA
D         ,Spotty,BULLTERR  ,BULLTE,Unknown   ,Y,F,8,PALMWOODS
D         ,Lorena,STAFFRDBT ,STAFFR,Blue      ,Y,F,11,DOONAN
D         ,Ranger,RETRIEVFL ,RETRIE,Black     ,Y,M,7,MONTVILLE
D         ,Bailey,MALTESEX  ,MALTES,Cream     ,Y,M,7,REESVILLE
D         ,Bo,FOXTERRMN ,FOXTER,WhiteBlakT,Y,M,8,TOWEN MOUNTAIN
Cat       ,Jagey,RAGDOLL   ,RAGDOL,WhiteGrey ,Y,M,10,COOLUM BEACH
D         ,Osca,LHASAAPSOX,LHASAA,White     ,Y,M,7,TOWEN MOUNTAIN
D         ,Bailey,MALTESEX  ,MALTES,TriColour ,Y,M,8,BUDERIM
D         ,Lulu,FOXTERRIEX,FOXTER,BlackWhite,Y,F,9,YAROOMBA
Cat       ,Zoomy,DOMSH     ,DOMSH ,Ginger    ,Y,M,7,NAMBOUR
D         ,Patch,COLLBORDR ,COLLBO,BlackWhite,N,M,12,MAROOCHY RIVER
D         ,Benson,TERRIERBS ,TERRIE,BrindlWhit,Y,M,8,BURNSIDE
D         ,Trinity,GERMNSHEP ,GERMNS,BlackTan  ,Y,F,12,BUDERIM
D         ,Poppy,PUG       ,PUG   ,Fawn      ,Y,F,7,BLI BLI
D         ,Blue,HEELER    ,HEELER,Blue      ,Y,F,13,LANDSBOROUGH
D         ,Ozzy,SPOODLE   ,SPOODL,Gold      ,Y,M,8,LITTLE MOUNTAIN
Cat       ,Raz,DOMSH     ,DOMSH ,GreyWhite ,Y,M,7,KUREELPA
D         ,Henry,TERRIERSIX,TERRIE,Tan       ,Y,M,11,MALENY
D         ,Keeley,MALTESEX  ,MALTES,Unknown   ,Y,F,8,BUDERIM
D         ,Pippa,COLLBORDRX,COLLBO,BlackWhite,Y,F,8,KULUIN
D         ,Broncs,COLLBORDRX,COLLBO,BlackWhite,Y,M,7,PALMVIEW
Cat       ,Pearl,DEVON REX ,DEVON ,Silver    ,Y,F,8,BUDERIM
D         ,Zepha,PITBULLTRX,PITBUL,BlackWhite,Y,F,13,MAROOCHYDORE
D         ,Rome,GREATDANE ,GREATD,Blue      ,Y,M,8,MAROOCHYDORE
D         ,Pepper,STAFFRDBT ,STAFFR,Blue      ,Y,F,10,WURTULLA
D         ,Kootenay,CATTLEDOG ,CATTLE,Red       ,Y,M,7,BUDERIM
D         ,Bruiza,STAFFRDBT ,STAFFR,Black     ,Y,M,7,MERIDAN PLAINS
D         ,Floyd,BULLDOGBRX,BULLDO,White     ,Y,M,7,LANDERS SHOOT
D         ,Lola,PUG       ,PUG   ,Black     ,Y,F,8,BLI BLI
D         ,Syrup,PUG       ,PUG   ,Black     ,Y,F,8,BLI BLI
D         ,Mo,BULLDOGAM ,BULLDO,WhiteTan  ,Y,F,10,LITTLE MOUNTAIN
D         ,Buzz,SHIHTZUX  ,SHIHTZ,Sable     ,Y,M,8,KUREELPA
D         ,Lola,VIZSLA    ,VIZSLA,Rusty     ,Y,F,7,BUDERIM
D         ,Sasha,LHASAAPSOX,LHASAA,Black     ,Y,F,7,LITTLE MOUNTAIN
D         ,Chopper,LABRADORX ,LABRAD,Black     ,Y,M,10,WOOMBYE
D         ,Kruger,STAFFRDAMX,STAFFR,TanWhite  ,Y,M,7,ROSEMOUNT
D         ,Skipper,SCHIPPERKX,SCHIPP,Black     ,Y,M,7,LITTLE MOUNTAIN
D         ,Spencer,MALTESEX  ,MALTES,White     ,Y,M,8,PEREGIAN SPRINGS
Cat       ,Dora,DOMSH     ,DOMSH ,Tortoise  ,Y,F,11,MINYAMA
D         ,Coco,MALTESEX  ,MALTES,Chocolate ,Y,F,8,WURTULLA
D         ,Buddy,COLLBORDRX,COLLBO,BlackWhite,Y,M,9,MOUNTAIN CREEK
Cat       ,Indi,DOMSH     ,DOMSH ,Tortoise  ,Y,F,9,DOONAN
Cat       ,Spring,DOMSH     ,DOMSH ,Tabby     ,Y,M,13,DOONAN
D         ,Archie,LABRADOR  ,LABRAD,Cream     ,Y,M,8,BUDERIM
D         ,Sebastian,KELPIEAUSX,KELPIE,TanWhite  ,Y,M,10,KUREELPA
Cat       ,Charlie,RUSSIANBL ,RUSSIA,Grey      ,Y,F,9,LITTLE MOUNTAIN
D         ,Jessie,COLLBORDR ,COLLBO,BlackWhite,Y,F,10,MOUNTAIN CREEK
D         ,Bella,STAFFRDAM ,STAFFR,Brindle   ,Y,F,7,
Cat       ,Piper,DOMSH     ,DOMSH ,Tabby     ,Y,F,9,MAROOCHY RIVER
D         ,Dora,LABRADORX ,LABRAD,Black     ,Y,F,10,
Cat       ,Sophie,RAGDOLL   ,RAGDOL,CreamDkPts,Y,F,7,BURNSIDE
Cat       ,Leo,DOMSH     ,DOMSH ,GreyWhite ,Y,M,7,COES CREEK
D         ,Louie,CHIHUAHUA ,CHIHUA,Tan       ,Y,M,8,BUDERIM
Cat       ,Mia,DOMSH     ,DOMSH ,GreyWhite ,Y,F,10,BURNSIDE
D         ,Stitch,HEELERX   ,HEELER,BlackWhite,Y,F,10,EUMUNDI
D         ,Bengi,POODLESTDX,POODLE,Apricot   ,Y,M,8,GOLDEN BEACH
D         ,Ita,SPANIELKC ,SPANIE,TriColour ,Y,F,8,MOUNTAIN CREEK
D         ,Cadbury,POODLEX   ,POODLE,Caramel   ,Y,M,7,COOLUM BEACH
D         ,Flossy,JACKRUSSLX,JACKRU,TriColour ,Y,F,13,LANDSBOROUGH
D         ,Molly,CAVOODLE  ,CAVOOD,Gold      ,Y,F,10,CALOUNDRA
D         ,Mika,SPANIELTBX,SPANIE,Tan       ,Y,F,8,BARINGA
D         ,Milli,MALTESEX  ,MALTES,WhiteCream,Y,F,10,BUDERIM
D         ,Olly,MALTESEX  ,MALTES,White     ,Y,M,7,MOUNTAIN CREEK
D         ,Millie,COLLBORDR ,COLLBO,RedWhite  ,Y,F,12,BUDERIM
D         ,Carbon,LABRADOR  ,LABRAD,Black     ,Y,M,7,MAROOCHY RIVER
D         ,Axle,STAFFRDBT ,STAFFR,Black     ,Y,M,8,EUMUNDI
D         ,Maximus Kelinu,SPANIELCV ,SPANIE,BlackTan  ,Y,M,8,CALOUNDRA WEST
D         ,Jesse,CORGICARDX,CORGIC,BlackWhite,Y,F,9,MOFFAT BEACH
D         ,Frankie,DACHSHUNDM,DACHSH,BlackGreyB,Y,F,7,MOUNT COOLUM
D         ,Mojo,RETRIEVER ,RETRIE,Black     ,Y,M,14,MAROOCHY RIVER
D         ,Pip,STAFFRDBT ,STAFFR,Brindle   ,Y,F,7,GLASS HOUSE MOUNTAINS
D         ,Koda,LABRADOR  ,LABRAD,Chocolate ,Y,M,7,MOUNTAIN CREEK
D         ,Ruby,SPANIELCK ,SPANIE,Brown     ,Y,F,8,ALEXANDRA HEADLAND
D         ,Sandii,KELPIEAUS ,KELPIE,TanWhite  ,Y,F,7,CURRIMUNDI
D         ,Tandee,SCHNAUZER ,SCHNAU,Black     ,Y,F,8,FLAXTON
D         ,Ryker,SCHNAUZER ,SCHNAU,Black     ,Y,M,8,FLAXTON
D         ,Izzy,SCHNAUZERX,SCHNAU,BlackFawn ,Y,F,9,MAROOCHYDORE
D         ,Coco,MALTESEX  ,MALTES,White     ,Y,F,8,BUDERIM
D         ,Loui,MALTESEX  ,MALTES,White     ,Y,M,7,BUDERIM
D         ,Maximus,MOODLE    ,MOODLE,WhiteTan  ,Y,M,7,PEREGIAN SPRINGS
D         ,Bear,GERMNSHEP ,GERMNS,BlackTan  ,Y,M,8,WOOMBYE
D         ,Oreo,SHIHTZUX  ,SHIHTZ,WhiteBlack,Y,M,9,COOLUM BEACH
D         ,Trixie,SPANIELCK ,SPANIE,BlackWhite,Y,F,12,BUDERIM
D         ,Buddy,JACKRUSSL ,JACKRU,BlackBroWh,Y,F,7,PELICAN WATERS
D         ,Brodie,BEAGLE    ,BEAGLE,TriColour ,Y,M,7,MOUNT COOLUM
Cat       ,Susie,DOMSH     ,DOMSH ,Black     ,Y,F,7,WOOMBYE
D         ,Spotty,STAFFRDBT ,STAFFR,White     ,Y,F,9,
D         ,Puppy,MASTIFFX  ,MASTIF,BrindlWhit,Y,F,10,
Cat       ,Timara Janelle Montana,BIRMAN    ,BIRMAN,Fawn      ,Y,F,18,BUDERIM
D         ,Deegan,STAFFRDBT ,STAFFR,White     ,Y,M,13,PACIFIC PARADISE
D         ,Maddie,STAFFRDBT ,STAFFR,Black     ,Y,F,10,PACIFIC PARADISE
D         ,Niesha,MALTESEX  ,MALTES,WhiteBrown,N,F,8,EERWAH VALE
D         ,Lexidog,STAFFRDAM ,STAFFR,LiverWhite,Y,F,8,MOOLOOLABA
D         ,Poodles,POODLETOY ,POODLE,Apricot   ,Y,F,8,BUDERIM
D         ,Fraggle,LABRADOODL,LABRAD,Gold      ,Y,M,9,PEREGIAN SPRINGS
Cat       ,Vince,DOMSH     ,DOMSH ,GreyWhite ,Y,M,10,ALEXANDRA HEADLAND
D         ,Buddy,MOODLE    ,MOODLE,Caramel   ,Y,M,8,PALMVIEW
Cat       ,Effie,SIAMESE   ,SIAMES,Fawn      ,Y,F,11,PARREARRA
D         ,Diddy,LABRADORX ,LABRAD,BeigeWhite,Y,F,9,PEREGIAN SPRINGS
D         ,Darcy,RETRIEVGD ,RETRIE,Gold      ,Y,M,8,PEREGIAN SPRINGS
D         ,Ellie,SHIHTZU   ,SHIHTZ,TriColour ,Y,F,7,BUDERIM
D         ,Pickles,STAFFRDBT ,STAFFR,Black     ,Y,M,9,COOLOOLABIN
D         ,Toki,STAFFRDBT ,STAFFR,Red       ,Y,F,8,COOLOOLABIN
D         ,Alistair,MALTESEX  ,MALTES,TriColour ,Y,M,8,PARREARRA
D         ,Jake,STAFFRDBT ,STAFFR,WhiteTan  ,Y,M,11,CONONDALE
D         ,Mya,GERMNSHEP ,GERMNS,BlackTan  ,Y,F,7,BUDERIM
D         ,Sadee,RETRIEVGD ,RETRIE,Gold      ,Y,F,7,CURRIMUNDI
D         ,Topsy,CORGICARD ,CORGIC,TriColour ,N,F,10,MOOLOOLAH VALLEY
D         ,Laddie,CORGICARD ,CORGIC,RedBrindle,N,M,13,MOOLOOLAH VALLEY
Cat       ,Oliver,DOMSH     ,DOMSH ,White     ,Y,M,7,SIPPY DOWNS
Cat       ,Puss,DOMSH     ,DOMSH ,Ginger    ,Y,M,9,BUDERIM
D         ,Harvey,MALTESE   ,MALTES,White     ,Y,M,8,BUDERIM
D         ,Kloe,MOODLE    ,MOODLE,Tan       ,Y,F,8,BUDERIM
D         ,Sandy,COLLBORDR ,COLLBO,Caramel   ,Y,F,8,BUDERIM
D         ,Frankie,POODLEX   ,POODLE,Cream     ,Y,M,9,MOOLOOLABA
D         ,Maree,HUSKY     ,HUSKY ,GreyWhite ,Y,F,11,MAROOCHYDORE
D         ,Sirius,WOLFHOUNDX,WOLFHO,Black     ,Y,M,8,NINDERRY
D         ,Harry,TERRIERLHX,TERRIE,WhiteTan  ,Y,M,7,MAROOCHY RIVER
D         ,Jax,STAFFRDBT ,STAFFR,Brindle   ,Y,M,8,SIPPY DOWNS
D         ,Toni,STAFFRDBTX,STAFFR,Sandy     ,Y,F,7,EUDLO
D         ,Emmy,HEELERX   ,HEELER,Grey      ,Y,F,7,PELICAN WATERS
Cat       ,Baby,DOMSH     ,DOMSH ,Grey      ,Y,F,14,LANDSBOROUGH
D         ,Arreau,BEAGLE    ,BEAGLE,TriColour ,Y,F,14,GOLDEN BEACH
Cat       ,Fat Boy,RAGDOLL   ,RAGDOL,White     ,Y,M,8,PALMVIEW
D         ,Marley,POODLEX   ,POODLE,BlackGreyW,Y,M,9,CALOUNDRA
D         ,Ellie,PUG       ,PUG   ,Fawn      ,Y,F,12,WEST WOOMBYE
D         ,Kosta,SHIHTZUX  ,SHIHTZ,WhiteGrey ,Y,M,9,MOUNTAIN CREEK
Cat       ,Nizhoni,HIMALAYAN ,HIMALA,CreamBlack,Y,F,9,MOUNT COOLUM
Cat       ,Nala,DOMSH     ,DOMSH ,Black     ,Y,F,7,MERIDAN PLAINS
D         ,Krosh,SAMOYED   ,SAMOYE,White     ,Y,M,11,TWIN WATERS
D         ,Bobby,SPOODLE   ,SPOODL,Apricot   ,Y,M,9,BUDERIM
Cat       ,Luminous,DOMSH     ,DOMSH ,Tabby     ,Y,F,7,MOUNTAIN CREEK
Cat       ,Lilia,RUSSIANBL ,RUSSIA,Blue      ,Y,F,12,GOLDEN BEACH
D         ,Benji,MALTESEX  ,MALTES,TanWhite  ,Y,M,8,
D         ,Marley,LABRADORX ,LABRAD,Gold      ,Y,F,10,AROONA
Cat       ,Sooty,RAGDOLL   ,RAGDOL,BlackWhite,Y,F,12,AROONA
D         ,Rosie,STAFFRDBT ,STAFFR,BlackWhite,Y,F,7,NAMBOUR
Cat       ,Neo,DOMSH     ,DOMSH ,Ginger    ,Y,M,8,BUDERIM
Cat       ,Tugston,MANX      ,MANX  ,GreyWhite ,Y,M,7,SIPPY DOWNS
Cat       ,Spice,DOMSH     ,DOMSH ,Tortoise  ,Y,F,7,BUDERIM
D         ,Jesse,SPANIELCV ,SPANIE,Blenheim  ,Y,M,7,MOUNTAIN CREEK
D         ,lilly,LHASAAPSO ,LHASAA,Black     ,Y,F,7,CURRIMUNDI
D         ,Trixie,LABRADOR  ,LABRAD,Yellow    ,Y,F,8,BEERWAH
Cat       ,Tipsy,DOMSH     ,DOMSH ,Tabby     ,Y,F,7,WOOMBYE
D         ,Tasman,BOXERX    ,BOXER,Brindle   ,Y,M,8,FOREST GLEN
D         ,Gracie,BOXERX    ,BOXER,Brindle   ,Y,F,8,FOREST GLEN
D         ,Maisie,DACHSHUND ,DACHSH,Sable     ,Y,F,8,NINDERRY
Cat       ,Sissy,DOMSH     ,DOMSH ,Tabby     ,Y,F,7,MERIDAN PLAINS
D         ,Molly,BEAGLE    ,BEAGLE,TriColour ,Y,F,8,WURTULLA
D         ,Kirra,POODLETOY ,POODLE,Red       ,Y,F,7,BUDERIM
Cat       ,Bomb,RAGDOLL   ,RAGDOL,Cream     ,Y,M,7,LITTLE MOUNTAIN
Cat       ,Sienna,DOMSH     ,DOMSH ,GreyWhite ,Y,F,7,DICKY BEACH
D         ,Scruff (Baxter),CATDOGSTP ,CATDOG,RedRoan   ,Y,M,7,FOREST GLEN
Cat       ,Benson,DOMSH     ,DOMSH ,Tabby     ,Y,M,7,ALEXANDRA HEADLAND
Cat       ,Buttons,DOMSH     ,DOMSH ,Tabby     ,Y,M,7,ALEXANDRA HEADLAND
Cat       ,Texas,DOMSH     ,DOMSH ,BlackWhite,Y,F,7,PALMWOODS
D         ,Blackie,STAFFRDBTX,STAFFR,Black     ,Y,M,7,CALOUNDRA WEST
D         ,Bud,TERRIERTN ,TERRIE,TanWhite  ,Y,M,7,IMAGE FLAT
D         ,Duke,PUG       ,PUG   ,Fawn      ,Y,M,7,MOUNTAIN CREEK
D         ,Sam,BICHONFRS ,BICHON,White     ,Y,M,8,MALENY
D         ,Jordi,BICHONFRS ,BICHON,White     ,Y,M,7,BLI BLI
D         ,Nelly,CATTLEDOGX,CATTLE,BlackTan  ,Y,F,7,DIDDILLIBAH
D         ,Enya,FOXTERRIE ,FOXTER,TriColour ,Y,F,11,CALOUNDRA WEST
D         ,Axel,SHIHTZUX  ,SHIHTZ,SaltPepper,Y,M,7,CURRIMUNDI
D         ,Spencer,CATTLEDOGX,CATTLE,TriColour ,Y,M,8,GLASS HOUSE MOUNTAINS
D         ,Scamp,CHIHUAHUA ,CHIHUA,BlackTan  ,Y,M,7,BEERWAH
Cat       ,Eli,RAGDOLL   ,RAGDOL,Cream     ,Y,M,8,TANAWHA
D         ,ZhuZhu,MALTESEX  ,MALTES,White     ,Y,U,7,BUDERIM
Cat       ,Whiskey,MANX      ,MANX  ,WhiteGrey ,Y,M,8,BUDERIM
Cat       ,Drue,DOMSH     ,DOMSH ,Tabby     ,Y,F,14,YANDINA
Cat       ,Pearl,DOMSH     ,DOMSH ,Black     ,Y,F,8,BLI BLI
D         ,Crystal,SHIHTZUX  ,SHIHTZ,White     ,Y,F,9,NAMBOUR
Cat       ,Missy,DOMSH     ,DOMSH ,GreyWhite ,Y,F,15,COOLUM BEACH
D         ,Mooloo,BULLMASTFX,BULLMA,Tan       ,Y,M,9,WURTULLA
Cat       ,Kitty Louise,BURMESE   ,BURMES,Lilac     ,Y,F,14,MOOLOOLABA
D         ,Max,MOODLE    ,MOODLE,Black     ,Y,M,8,GOLDEN BEACH
D         ,Sunny,BICHONFRSX,BICHON,Beige     ,Y,F,10,DOONAN
D         ,Digby,STAFFRDBT ,STAFFR,Brindle   ,Y,M,8,WOOMBYE
D         ,Smokey,PUGX      ,PUG,TanBlack  ,Y,M,7,AROONA
D         ,Poppy Rose,LABRADOR  ,LABRAD,Brown     ,Y,F,9,MAROOCHYDORE
D         ,Shiloh,STAFFRDAM ,STAFFR,BlackWhite,Y,F,8,WURTULLA
Cat       ,Miss Kitty,DOMSH     ,DOMSH ,Tabby     ,Y,F,8,PALMWOODS
D         ,Ralphie,SHARPEIX  ,SHARPE,Black     ,Y,M,12,WURTULLA
D         ,Sophie,POODLE    ,POODLE,Black     ,N,F,8,PEREGIAN SPRINGS
D         ,Tilley,COLLBORDRX,COLLBO,BlackWhite,Y,F,8,COES CREEK
D         ,Zoey,JACKRUSSL ,JACKRU,WhiteTan  ,Y,F,10,CALOUNDRA
D         ,Jake,COLLBORDRX,COLLBO,BlackWhite,Y,M,8,BURNSIDE
D         ,Nahla Rose,KELPIEAUS ,KELPIE,BrownRed  ,Y,F,8,FLAXTON
D         ,Milli-Metre,TERRIERAUX,TERRIE,BlackWhite,Y,F,14,FLAXTON
D         ,Bella,POODLE    ,POODLE,Fawn      ,Y,F,12,MOUNT COOLUM
D         ,Pearl,POODLETOYX,POODLE,Black     ,N,F,10,BUDERIM
D         ,Milly,CAVOODLE  ,CAVOOD,Cream     ,Y,F,7,ALEXANDRA HEADLAND
D         ,Maggie,STAFFRDBTX,STAFFR,Black     ,Y,F,7,PELICAN WATERS
D         ,Jack,LABRADORX ,LABRAD,Black     ,Y,M,7,WURTULLA
D         ,Jack Jack,JACKRUSSL ,JACKRU,WhiteTan  ,Y,M,8,LANDSBOROUGH
D         ,Chilli,CATTLEDOG ,CATTLE,Red       ,Y,F,14,LANDSBOROUGH
D         ,Indy,KELPIEAUS ,KELPIE,Red       ,Y,F,8,LANDSBOROUGH
D         ,Muffy,SHIHTZUX  ,SHIHTZ,Cream     ,Y,M,13,BIRTINYA
D         ,Maddy,GREATDANEX,GREATD,BlackWhite,Y,F,8,HUNCHY
D         ,Bundy,BOXER     ,BOXER ,Tan       ,Y,M,7,MOOLOOLABA
D         ,Digger,FOXTERRMNX,FOXTER,White     ,Y,M,7,BLI BLI
D         ,Kaybee,COLLBORDR ,COLLBO,BlackWhite,Y,M,12,CALOUNDRA WEST
D         ,Cooper,MALTESEX  ,MALTES,SableWhite,Y,M,11,MOFFAT BEACH
D         ,Squirt,POMERANIAX,POMERA,Tan       ,Y,M,7,PALMWOODS
D         ,Gunner,FOXTERRIEX,FOXTER,BlackWhite,Y,M,8,BATTERY HILL
D         ,Martini,CHIHUAHUAX,CHIHUA,Black     ,Y,F,8,BUDERIM
D         ,Ruby,KELPIEAUS ,KELPIE,Red       ,Y,F,8,AROONA
D         ,Jeda,BOXER     ,BOXER ,BrindlWhit,Y,F,9,
D         ,Angel,MALTESEX  ,MALTES,BeigeWhite,Y,F,7,WARANA
Cat       ,Belly,DOMSH     ,DOMSH ,GreyWhite ,Y,F,12,MOFFAT BEACH
D         ,Jackson,COLLBORDR ,COLLBO,BlueWhite ,Y,M,8,MOFFAT BEACH
D         ,Kevin,PUGX      ,PUG,Fawn      ,Y,M,8,BUDDINA
Cat       ,Tia Maria,BURMESE   ,BURMES,BlackWhite,Y,F,9,GOLDEN BEACH
D         ,Hazel,DACHSHSHM ,DACHSH,BlackTan  ,Y,F,7,MOOLOOLABA
Cat       ,Akila,DOMLH     ,DOMLH ,Black     ,Y,F,7,MAROOCHYDORE
D         ,Bella,MALTESEX  ,MALTES,White     ,Y,F,7,NAMBOUR
D         ,Cola,CAVOODLE  ,CAVOOD,Cream     ,Y,M,8,BUDERIM
D         ,Alfie,GERMNSHEP ,GERMNS,White     ,Y,M,7,LITTLE MOUNTAIN
D         ,Billie,SHIHTZU   ,SHIHTZ,BlackWhite,Y,M,8,CURRIMUNDI
D         ,Floyd,BEAGLE    ,BEAGLE,TriColour ,Y,M,11,PARREARRA
D         ,Maisie,MALTESEX  ,MALTES,White     ,Y,F,10,PELICAN WATERS
D         ,Maggie,WOLFHOUND ,WOLFHO,Black     ,Y,F,7,MAROOCHYDORE
