AnimalType,Name,SpecificBreed,PrimaryBreed,PrimaryColour,De-sexed,Gender,Age,Locality
D         ,UNKNOWN DOG NAME,POODLETOY ,POODLE,Grey      ,Y,F,32,NINDERRY
D         ,Emie,FOXTERRMN ,FOXTER,BlackWhite,Y,F,21,BURNSIDE
D         ,Jess,MALTESE   ,MALTES,White     ,Y,M,17,BLI BLI
D         ,Style,BICHONFRS ,BICHON,White     ,Y,F,23,SIPPY DOWNS
D         ,Benny,SPANIELCV ,SPANIE,BlackWhite,Y,M,12,MAROOCHYDORE
D         ,Mifty,FOXTERRMN ,FOXTER,BlackWhite,Y,F,21,KULUIN
D         ,Jesse,LABRADORX ,LABRAD,Black     ,Y,M,22,COOLUM BEACH
D         ,Pat,LABRADOR  ,LABRAD,Gold      ,Y,M,22,EUDLO
D         ,Matilda Madeline,SHIHTZUX  ,SHIHTZ,White     ,Y,F,12,PACIFIC PARADISE
D         ,Lily,JACKRUSSL ,JACKRU,WhiteTan  ,Y,F,20,MAROOCHYDORE
D         ,Reggie,KELPIEAUS ,KELPIE,Red       ,Y,M,14,WEYBA DOWNS
D         ,Chloe,STAFFRDBT ,STAFFR,BlackBrinW,Y,F,19,NAMBOUR
D         ,Hanson,SHEEPDGSH ,SHEEPD,TriColour ,Y,M,19,BUDERIM
D         ,Sebastian,SPANIELCV ,SPANIE,Blenheim  ,Y,M,20,BLI BLI
D         ,Maxwell,SHIHTZUX  ,SHIHTZ,TanWhite  ,Y,M,19,MOOLOOLABA
D         ,Biddy,MALTESTOYX,MALTES,White     ,Y,F,19,MAROOCHYDORE
D         ,Jack,ALSATIAN  ,ALSATI,BlackBrown,Y,M,18,MONS
D         ,Anya,COLLBORDR ,COLLBO,BlackWhite,Y,F,18,ROSEMOUNT
D         ,Gizmo,SHIHTZU   ,SHIHTZ,Apricot   ,Y,F,21,BUDERIM
D         ,Shani,COLLBORDRX,COLLBO,Brindle   ,Y,F,18,BUDERIM
D         ,Tigga,JACKRUSSLX,JACKRU,TanWhite  ,Y,M,18,YANDINA
D         ,Bess,POODLEMIN ,POODLE,Black     ,Y,F,17,MOUNT COOLUM
D         ,Delilah,BICHONFRS ,BICHON,White     ,Y,F,19,SIPPY DOWNS
D         ,Bronson,CATTLEDOGX,CATTLE,BlackBlue ,Y,M,18,SIPPY DOWNS
D         ,Pippi,MALTESEX  ,MALTES,White     ,Y,M,20,BUDERIM
D         ,Max,JACKRUSSL ,JACKRU,TanWhite  ,Y,M,18,NORTH ARM
D         ,Max,COLLBORDR ,COLLBO,BlackWhite,Y,M,17,BUDERIM
D         ,Russell,JACKRUSSL ,JACKRU,Multicol  ,Y,M,17,MAROOCHYDORE
D         ,Fred,RIDGEBACK ,RIDGEB,Red       ,Y,M,18,NAMBOUR
D         ,Lucky,TERRIERTN ,TERRIE,WhiteTan  ,Y,M,17,BLI BLI
D         ,Aussie,CATTLEDOG ,CATTLE,BlackGrey ,Y,M,17,TANAWHA
D         ,Matilda,MALTESEX  ,MALTES,BlackTan  ,Y,F,17,WOOMBYE
D         ,Ricky,FOXTERRIEX,FOXTER,WhiteTan  ,Y,M,19,MAPLETON
D         ,Isabella,BEAGLE    ,BEAGLE,WhiteBlakT,Y,F,17,BLI BLI
D         ,Lucy,JACKRUSSLX,JACKRU,BrownWhite,Y,F,17,BLI BLI
D         ,Molly,MALTESE   ,MALTES,White     ,Y,F,17,COOLUM BEACH
D         ,Ryan,SPANIELKCX,SPANIE,Blenheim  ,Y,M,17,PEREGIAN BEACH
D         ,Poppy,JACKRUSSL ,JACKRU,TanWhite  ,Y,F,17,BUDERIM
D         ,Chloe,MALTESE   ,MALTES,White     ,Y,F,16,MOOLOOLABA
D         ,Coco,LHASAAPSO ,LHASAA,White     ,Y,M,18,MOUNTAIN CREEK
D         ,Milly,COLLBORDRX,COLLBO,BlackWhite,Y,F,17,MONTVILLE
D         ,Jewels,SPANIELCK ,SPANIE,BlackWhite,Y,F,21,MAPLETON
D         ,Beau,SHIHTZU   ,SHIHTZ,Cream     ,Y,M,17,MUDJIMBA
D         ,Holly,TERRIERMNX,TERRIE,TanWhite  ,Y,F,16,NAMBOUR
D         ,Shadow,JACKRUSSL ,JACKRU,BlackWhite,Y,F,17,YAROOMBA
D         ,Lilo,LHASAAPSOX,LHASAA,Tan       ,Y,F,17,MUDJIMBA
D         ,Minnie,TERRIERSIX,TERRIE,WhiteGrey ,Y,F,20,MAROOCHYDORE
D         ,Shiva,CATTLEDOGX,CATTLE,Brown     ,Y,F,16,COOLABINE
D         ,Zoe,COLLBORDRX,COLLBO,Red       ,Y,F,17,BELLI PARK
D         ,Max,MALTESEX  ,MALTES,Black     ,Y,M,16,MOUNT COOLUM
D         ,Razz,JACKRUSSLX,JACKRU,WhiteTan  ,Y,M,16,DIDDILLIBAH
D         ,Bonnie,JACKRUSSL ,JACKRU,CreamTan  ,Y,F,17,ROSEMOUNT
D         ,Tara,SPANIELTB ,SPANIE,WhiteTan  ,Y,F,16,MOOLOOLABA
D         ,Jedda,JACKRUSSL ,JACKRU,TriColour ,Y,F,18,MAPLETON
D         ,Buddy,POODLEMIN ,POODLE,BlackGrey ,Y,M,17,ROSEMOUNT
D         ,Roxy,STAFFRDBT ,STAFFR,BrownWhite,Y,F,18,MAROOCHYDORE
D         ,Diesel,LHASAAPSO ,LHASAA,Silver    ,Y,M,16,BUDERIM
D         ,Malibu,BICHONFRS ,BICHON,White     ,Y,M,16,COOLUM BEACH
D         ,Spot,TERRIERTN ,TERRIE,TriColour ,Y,F,16,MUDJIMBA
D         ,Boston,LABRADOODL,LABRAD,Cream     ,Y,M,17,SIPPY DOWNS
D         ,Bumba,COLLBORDRX,COLLBO,BlackGrey ,Y,M,16,KULUIN
D         ,Ming Ling,SHIHTZU   ,SHIHTZ,White     ,Y,F,17,SIPPY DOWNS
D         ,Ruby,SPANIELTB ,SPANIE,WhiteTan  ,Y,F,17,MOUNTAIN CREEK
D         ,Suki,MALTESEX  ,MALTES,Black     ,Y,F,16,MARCOOLA
D         ,Bella,MAREMMSHP ,MAREMM,White     ,Y,F,16,BUDERIM
D         ,Tammy,MALTESEX  ,MALTES,WhiteApric,Y,F,16,MUDJIMBA
D         ,Ember,JACKRUSSLX,JACKRU,BlackTan  ,Y,F,17,WOOMBYE
D         ,Maggie,SHIHTZUX  ,SHIHTZ,BlackWhite,Y,F,16,BUDERIM
D         ,Bella,LABRADOR  ,LABRAD,Gold      ,Y,F,16,PALMWOODS
D         ,Minky,SHIHTZU   ,SHIHTZ,Caramel   ,Y,F,16,TWIN WATERS
D         ,Sonny,FOXTERRIEX,FOXTER,TanWhite  ,Y,M,16,DIDDILLIBAH
D         ,Poppy,MALTESE   ,MALTES,White     ,Y,F,16,BUDERIM
D         ,Choccy,STAFFRDBT ,STAFFR,BlackGold ,Y,F,16,MARCOOLA
D         ,Bailey,MALTESEX  ,MALTES,WhiteCream,Y,M,16,BLI BLI
D         ,Cassandra,SHIHTZU   ,SHIHTZ,Black     ,Y,F,16,COES CREEK
D         ,Mia,DACHSHUNDM,DACHSH,Black     ,Y,F,16,BURNSIDE
D         ,Humphrey,SPANIELTB ,SPANIE,Tan       ,Y,M,16,SIPPY DOWNS
D         ,Lash,LABRADORX ,LABRAD,Black     ,Y,F,16,CURRIMUNDI
D         ,Bundy,MAREMMSHP ,MAREMM,Cream     ,Y,M,16,EUDLO
D         ,Lulu,SHIHTZU   ,SHIHTZ,GreyBlack ,Y,F,16,BUDERIM
D         ,Sooty,MALTESEX  ,MALTES,White     ,Y,M,16,MOUNTAIN CREEK
D         ,Ebony,DACHSHLHM ,DACHSH,BlackTan  ,Y,F,16,MALENY
D         ,Dougal,TERRIERSIX,TERRIE,BlackTan  ,Y,M,16,TWIN WATERS
D         ,Pablo,JACKRUSSLX,JACKRU,TanWhite  ,Y,M,16,DIDDILLIBAH
D         ,Bunki,SPOODLE   ,SPOODL,Gold      ,Y,F,16,MOOLOOLABA
D         ,Bungy,FOXTERRIEX,FOXTER,TriColour ,Y,M,16,MOUNTAIN CREEK
D         ,Benni,STAFFRDBT ,STAFFR,Black     ,Y,F,16,MARCOOLA
D         ,Bonney,FOXTERRIEX,FOXTER,White     ,Y,F,16,NAMBOUR
D         ,Angus,JACKRUSSL ,JACKRU,TanWhite  ,Y,M,16,BUDERIM
D         ,Lucy,CATTLEDOGX,CATTLE,Blue      ,Y,F,16,NAMBOUR
D         ,Molly,JACKRUSSLX,JACKRU,TriColour ,Y,F,17,PALMWOODS
D         ,Biggles,BICHONFRSX,BICHON,BlackWhite,Y,F,16,ALEXANDRA HEADLAND
D         ,Charlie,MALTESEX  ,MALTES,White     ,Y,M,16,MOUNTAIN CREEK
D         ,Charlie Brown,LHASAAPSO ,LHASAA,TriColour ,Y,M,16,BUDERIM
D         ,Tasha,RETRIEVGD ,RETRIE,Gold      ,Y,F,15,MAROOCHYDORE
D         ,Rosie,SHIHTZU   ,SHIHTZ,TriColour ,Y,F,16,PEREGIAN SPRINGS
D         ,Snapper,KELPIEAUS ,KELPIE,Red       ,Y,M,16,NAMBOUR
D         ,Allie,TERRIERAU ,TERRIE,BlackTan  ,Y,F,16,BUDERIM
D         ,Chloe,POODLETOY ,POODLE,Black     ,Y,F,16,MAROOCHYDORE
D         ,Buffy,CHIHUAHUAX,CHIHUA,Sable     ,Y,F,16,PACIFIC PARADISE
D         ,ralph,KELPIEAUSX,KELPIE,Red       ,Y,M,16,BUDERIM
D         ,Chi Chi,CHIHUAHUAX,CHIHUA,TanBrown  ,Y,M,15,NINDERRY
D         ,Jellybean,CHIHUAHUAX,CHIHUA,Tan       ,Y,F,16,PACIFIC PARADISE
D         ,Stevie,COLLBORDR ,COLLBO,Black     ,Y,F,16,YANDINA CREEK
D         ,Toby,POODLESTDX,POODLE,GreyWhite ,Y,M,16,BUDERIM
D         ,Jed,CHIHUAHUAX,CHIHUA,BlackTan  ,Y,M,15,DIDDILLIBAH
D         ,Pip,CATTLEDOG ,CATTLE,Blue      ,Y,F,15,BLI BLI
D         ,Choc,FOXTERRMN ,FOXTER,WhiteBrown,Y,M,16,BURNSIDE
D         ,Jaffa,SHIHTZUX  ,SHIHTZ,TriColour ,Y,F,16,MOOLOOLABA
D         ,Ambour,POODLESTDX,POODLE,Black     ,Y,F,16,BUDERIM
D         ,Kirra,JACKRUSSL ,JACKRU,WhiteTan  ,Y,F,16,YANDINA
D         ,Pierre,POODLETOY ,POODLE,Apricot   ,Y,M,15,PALMWOODS
D         ,Dusty,CHIHUAHUA ,CHIHUA,Blue      ,Y,M,15,MINYAMA
D         ,Tiki,CATTLEDOG ,CATTLE,Red       ,Y,M,16,BUDERIM
D         ,Caesar,LABRADOR  ,LABRAD,Yellow    ,Y,M,16,MONS
D         ,Hamish,SCHNAUZMN ,SCHNAU,SaltPepper,Y,M,15,PACIFIC PARADISE
D         ,Sharma,SHIHTZUX  ,SHIHTZ,White     ,Y,F,16,NAMBOUR
D         ,Beau,POODLETOY ,POODLE,Chocolate ,Y,M,16,MAROOCHYDORE
D         ,Winston,LHASAAPSO ,LHASAA,Beige     ,Y,M,16,SIPPY DOWNS
D         ,Sam,MALTESEX  ,MALTES,White     ,Y,M,16,WOOMBYE
D         ,Ezekiel,JACKRUSSLX,JACKRU,BlackWhite,Y,M,15,BUDERIM
D         ,Chloe,FOXTERRMN ,FOXTER,TriColour ,Y,F,15,MOUNTAIN CREEK
D         ,Bella,SHIHTZU   ,SHIHTZ,TriColour ,Y,F,15,KULUIN
D         ,Esky,COLLBORDR ,COLLBO,BlackWhite,Y,M,16,TOWEN MOUNTAIN
D         ,Zali,CATTLEDOG ,CATTLE,Tan       ,Y,F,15,PALMWOODS
D         ,Nessie,JACKRUSSLX,JACKRU,BrownWhite,Y,F,15,MOOLOOLAH VALLEY
D         ,Mojo,JACKRUSSL ,JACKRU,BrownWhite,Y,M,15,BUDERIM
D         ,Ruby,LABRADOR  ,LABRAD,Black     ,Y,F,15,MAROOCHYDORE
D         ,Bonnie,COLLBORDR ,COLLBO,BlackWhite,Y,F,15,DIDDILLIBAH
D         ,Banjo,SHIHTZU   ,SHIHTZ,TriColour ,Y,M,16,MAROOCHYDORE
D         ,Trish,JACKRUSSLX,JACKRU,TriColour ,Y,F,17,PALMWOODS
D         ,Jessie,FOXTERRIEX,FOXTER,BlackWhite,Y,F,15,YANDINA
D         ,Delphi,STAFFRDBT ,STAFFR,Tan       ,Y,F,16,PALMWOODS
D         ,Mindi,LHASAAPSOX,LHASAA,White     ,Y,F,16,BUDERIM
D         ,George,SPITZGERMN,SPITZG,WhiteGrey ,Y,M,20,SIPPY DOWNS
D         ,Roxy,DOBERMANX ,DOBERM,BlackTan  ,Y,F,15,YAROOMBA
D         ,Pixie,TERRIERX  ,TERRIE,Tan       ,Y,F,16,MARCOOLA
D         ,Angel,TERRIERTN ,TERRIE,BlackWhite,Y,F,16,KULUIN
D         ,Simba,MALTESEX  ,MALTES,BeigeWhite,Y,M,16,MUDJIMBA
D         ,Boof,TERRIERSI ,TERRIE,GreyTan   ,Y,M,16,GLASS HOUSE MOUNTAINS
D         ,Molly,HEELER    ,HEELER,Blue      ,Y,F,15,NINDERRY
D         ,Sandy,SPOODLE   ,SPOODL,Gold      ,Y,F,15,EUMUNDI
D         ,Jessie,SPOODLE   ,SPOODL,Cream     ,Y,F,15,YAROOMBA
D         ,Harry Potter,POODLETOY ,POODLE,Apricot   ,Y,M,16,ROSEMOUNT
D         ,Monty,BICHONFRS ,BICHON,White     ,Y,M,18,MAROOCHYDORE
D         ,Mischa,MALTESE   ,MALTES,White     ,Y,F,15,BUDERIM
D         ,Sasha,COLLBORDRX,COLLBO,BlackTanWh,Y,F,17,PEREGIAN SPRINGS
D         ,Peppa,MALTESEX  ,MALTES,BlackTan  ,Y,F,15,BUDERIM
D         ,Barney,SHIHTZUX  ,SHIHTZ,WhiteTan  ,Y,M,15,BUDERIM
D         ,George,FOXTERRIEX,FOXTER,BlackTanWh,Y,M,15,BLI BLI
D         ,Bonnie,COLLBORDR ,COLLBO,BlackWhite,Y,F,15,MAROOCHYDORE
D         ,Millie,FOXTERRIEX,FOXTER,White     ,Y,F,15,BUDERIM
D         ,Roxy,TERRIERTN ,TERRIE,BlackTanWh,Y,F,15,COOLUM BEACH
D         ,Tiggy,STAFFRDAMX,STAFFR,BlackWhite,Y,F,17,DIDDILLIBAH
D         ,Bear,SHIHTZUX  ,SHIHTZ,BlackWhite,Y,M,15,PALMWOODS
D         ,Paris,RETRIEVCCX,RETRIE,Chocolate ,Y,F,15,BUDERIM
D         ,Stevie,STAFFRDBTX,STAFFR,Brindle   ,Y,F,15,MUDJIMBA
D         ,Sascha,TERRIERX  ,TERRIE,Tan       ,Y,F,15,PALMWOODS
D         ,Nelly,TERRIERSI ,TERRIE,Black     ,Y,F,14,NAMBOUR
D         ,Barney,RETRIEVGD ,RETRIE,Brindle   ,Y,M,15,BUDERIM
D         ,Daisy,BEAGLE    ,BEAGLE,BlackBroWh,Y,F,15,MINYAMA
D         ,Tesa,SHIHTZUX  ,SHIHTZ,BrownWhite,Y,F,15,MOUNTAIN CREEK
D         ,Beau,ROTTWEILR ,ROTTWE,BlackTan  ,Y,M,15,MOUNTAIN CREEK
D         ,Sally,LABRADOODL,LABRAD,Honey     ,Y,F,15,MOUNTAIN CREEK
D         ,Bob,FOXTERRIEX,FOXTER,BrownWhite,Y,M,15,VALDORA
D         ,Bella,KELPIEAUS ,KELPIE,Red       ,Y,F,15,BUDERIM
D         ,Rosie,MALTESEX  ,MALTES,White     ,Y,F,16,COOLUM BEACH
D         ,Princess,MALTESE   ,MALTES,White     ,Y,F,16,MARCOOLA
D         ,Tansy,LHASAAPSOX,LHASAA,BlackWhite,Y,F,15,BUDERIM
D         ,Harry,SPANIELCV ,SPANIE,BrownWhite,Y,M,15,MARCOOLA
D         ,Jed,CATDGSMTH ,CATDGS,Red       ,Y,M,15,MOOLOOLABA
D         ,Rocky,TERRIERSI ,TERRIE,BlackBrown,Y,M,15,MOUNTAIN CREEK
D         ,Noodles,FOXTERRIEX,FOXTER,BlackWhite,Y,M,15,COOLUM BEACH
D         ,Harry,MALTESEX  ,MALTES,WhiteBrown,Y,M,15,BATTERY HILL
D         ,Lucy,LHASAAPSO ,LHASAA,CaramelWht,Y,F,15,PEREGIAN SPRINGS
D         ,Joey,COLLBORDRX,COLLBO,BlackWhite,Y,M,15,NINDERRY
D         ,Ralph,TERRIERX  ,TERRIE,White     ,Y,M,15,NAMBOUR
D         ,Rolley,SHARPEIX  ,SHARPE,Tan       ,Y,F,15,BLI BLI
D         ,Holly,SPANIELCK ,SPANIE,Black     ,Y,F,17,KULUIN
D         ,Buster,TERRIERSIX,TERRIE,BlackBroWh,Y,M,16,PALMWOODS
D         ,Oscar,TERRIERSIX,TERRIE,BlackBroWh,Y,M,16,PALMWOODS
D         ,Millie,MALTESEX  ,MALTES,BlackTan  ,Y,F,16,MINYAMA
D         ,Vinnie,POODLETOY ,POODLE,Black     ,Y,M,15,NAMBOUR
D         ,Winstone,BEAGLE    ,BEAGLE,TriColour ,Y,M,15,SIPPY DOWNS
D         ,Shep,COLLBORDR ,COLLBO,BlackWhite,Y,F,15,COES CREEK
D         ,Duchess,CATDGSMTHX,CATDGS,White     ,Y,F,15,COOLUM BEACH
D         ,Oscar,PUG       ,PUG   ,Fawn      ,Y,M,15,BURNSIDE
D         ,Sergio Rossi,TERRIERSI ,TERRIE,BlackTan  ,Y,M,15,MERIDAN PLAINS
D         ,Lucy Lu,LHASAAPSO ,LHASAA,BlackWhite,Y,F,15,MAROOCHYDORE
D         ,Rosie,KELPIEAUSX,KELPIE,Chocolate ,Y,F,15,SIPPY DOWNS
D         ,Bowie,STAFFRDBT ,STAFFR,Brindle   ,Y,F,14,PARREARRA
D         ,Zorro,COLLBORDRX,COLLBO,BlackWhite,Y,M,15,KULUIN
D         ,Lucy,GERMNSHEP ,GERMNS,BlackTan  ,Y,F,16,YANDINA
D         ,Bear,GERMNSHEP ,GERMNS,BlackTan  ,Y,M,15,YANDINA
D         ,Roxy,JACKRUSSL ,JACKRU,WhiteTan  ,Y,F,15,PEREGIAN BEACH
D         ,Jack,KELPIEAUSX,KELPIE,White     ,Y,M,17,KULUIN
D         ,Lizzie,BEAGLE    ,BEAGLE,TriColour ,Y,F,15,PALMVIEW
D         ,Tucker,TERRIERTNX,TERRIE,WhiteGrey ,Y,M,15,BUDERIM
D         ,Bridie,TERRIERSI ,TERRIE,SilverBlac,Y,F,15,PACIFIC PARADISE
D         ,Missy,STAFFRDBT ,STAFFR,Black     ,Y,F,15,COOLUM BEACH
D         ,Lilly,BICHONFRSX,BICHON,Black     ,Y,F,15,BUDERIM
D         ,Kirra,CATTLEDOGX,CATTLE,TanBlack  ,Y,F,15,KULUIN
D         ,Amber,LABRADOR  ,LABRAD,Black     ,Y,F,15,BUDERIM
D         ,Holly,MALTESE   ,MALTES,White     ,Y,F,14,FOREST GLEN
D         ,Spottles,FOXTERRIE ,FOXTER,BrownWhite,Y,F,15,MAROOCHY RIVER
D         ,Patch,SHIHTZUX  ,SHIHTZ,TriColour ,Y,M,15,MOUNTAIN CREEK
D         ,Zeus,SHIHTZUX  ,SHIHTZ,TriColour ,Y,M,15,SIPPY DOWNS
D         ,Jasper,TERRIERSI ,TERRIE,BlackTan  ,Y,M,15,MAPLETON
D         ,Amber,MALTESEX  ,MALTES,Champagne ,Y,F,15,MAPLETON
D         ,Flora,RETRIEVGDX,RETRIE,Cream     ,Y,F,15,PEREGIAN SPRINGS
D         ,Elliot,MALTESEX  ,MALTES,BlackWhite,Y,M,14,MOOLOOLABA
D         ,Bosco,TERRIERBR ,TERRIE,SaltPepper,Y,M,14,BLI BLI
D         ,Sheena,MALTESEX  ,MALTES,White     ,Y,F,14,NAMBOUR
D         ,Lochie,MALTESEX  ,MALTES,WhiteBlack,Y,M,15,MOOLOOLABA
D         ,Zoey,SPANIELCK ,SPANIE,BlueRoan  ,Y,F,15,BUDERIM
D         ,Dzaya,SPANIELTBX,SPANIE,Fawn      ,Y,F,15,YAROOMBA
D         ,Molly,POODLESTDX,POODLE,Black     ,Y,F,15,
D         ,Chloe,PAPILLONX ,PAPILL,WhiteBlack,Y,F,17,SIPPY DOWNS
D         ,Dog,JACKRUSSLX,JACKRU,BlackWhite,Y,F,14,PACIFIC PARADISE
D         ,Anak,POODLEMIN ,POODLE,Black     ,Y,M,15,BUDERIM
D         ,Bata,POODLEMIN ,POODLE,Black     ,Y,M,15,BUDERIM
D         ,Aussie,LABRADOR  ,LABRAD,Cream     ,Y,M,15,BUDERIM
D         ,Simba,SHIHTZUX  ,SHIHTZ,BlackGrey ,Y,M,15,SIPPY DOWNS
D         ,Bowser,LABRADORX ,LABRAD,Black     ,Y,M,14,BUDERIM
D         ,Max,LABRADORX ,LABRAD,Black     ,Y,M,14,BUDERIM
D         ,Jesse,SPANIELCVX,SPANIE,TanWhite  ,Y,M,14,PELICAN WATERS
D         ,Max Roman,LABRADOR  ,LABRAD,Black     ,Y,M,14,BUDERIM
D         ,Teddy,SPANIELCVX,SPANIE,Gold      ,Y,M,14,TWIN WATERS
D         ,Lucy,TERRIERTNX,TERRIE,TriColour ,Y,F,16,BUDERIM
D         ,Roxy,CATTLEDOGX,CATTLE,BlackTan  ,Y,F,14,MOUNTAIN CREEK
D         ,Lily,TERRIERSI ,TERRIE,Silver    ,Y,F,15,BUDERIM
D         ,Penny,STAFFRDBT ,STAFFR,Brindle   ,Y,F,15,TANAWHA
D         ,Sandy,MALTESEX  ,MALTES,White     ,Y,F,14,PEREGIAN SPRINGS
D         ,Bobby,LHASAAPSOX,LHASAA,BlackWhite,Y,M,15,MONS
D         ,Bear,COLLBORDR ,COLLBO,BlackWhite,Y,M,14,NINDERRY
D         ,Rags,TERRIERAU ,TERRIE,Red       ,Y,M,15,PALMWOODS
D         ,Basil,BEAGLEX   ,BEAGLE,BlackWhite,Y,M,15,BATTERY HILL
D         ,Jimmy,CATTLEDOGX,CATTLE,TriColour ,Y,M,14,KENILWORTH
D         ,Jack,SAINTBERN ,SAINTB,Orange    ,N,M,16,CHEVALLUM
D         ,Mercedes,SAINTBERN ,SAINTB,Orange    ,N,F,15,CHEVALLUM
D         ,Prue,SAINTBERN ,SAINTB,Orange    ,N,F,15,CHEVALLUM
D         ,Charm,SAINTBERN ,SAINTB,Orange    ,N,F,17,CHEVALLUM
D         ,Claudia,SAINTBERN ,SAINTB,Orange    ,N,F,14,CHEVALLUM
D         ,Banjo,MALTESE   ,MALTES,WhiteCream,Y,M,15,COOLUM BEACH
D         ,Sallie,MALTESEX  ,MALTES,Grey      ,Y,F,14,BUDERIM
D         ,Chloe,SPOODLE   ,SPOODL,Gold      ,Y,F,14,BUDERIM
D         ,Bundy,PEKINGESEX,PEKING,Tan       ,Y,F,15,COOLUM BEACH
D         ,Scottie,TERRIERWT ,TERRIE,White     ,Y,M,17,BUDERIM
D         ,Holly,COLLBORDR ,COLLBO,BlackWhite,Y,F,15,NAMBOUR
D         ,Rex,SHIHTZUX  ,SHIHTZ,White     ,Y,M,15,BUDERIM
D         ,Bowie,COLLBORDR ,COLLBO,BlackWhite,Y,F,14,DIDDILLIBAH
D         ,Bundy,LABRADORX ,LABRAD,BlackWhite,Y,M,14,BUDERIM
D         ,Henri,PAPILLON  ,PAPILL,BlackWhite,Y,M,15,COOLUM BEACH
D         ,Bella,MALTESEX  ,MALTES,Black     ,Y,F,15,WURTULLA
D         ,Shae,KELPIEAUSX,KELPIE,Tan       ,Y,F,15,BUDERIM
D         ,Bobby,MALTESEX  ,MALTES,TanWhite  ,Y,M,15,BLI BLI
D         ,Bing,STAFFRDBTX,STAFFR,Brindle   ,Y,M,14,ILKLEY
D         ,Bella,BICHONFRS ,BICHON,White     ,Y,F,15,WEST WOOMBYE
D         ,Morpheus,BICHONFRSX,BICHON,Cream     ,Y,M,15,TWIN WATERS
D         ,Jazzie,SHIHTZU   ,SHIHTZ,Cream     ,Y,F,14,BUDERIM
D         ,Angel,MALTESTOYX,MALTES,Cream     ,Y,F,14,MAROOCHYDORE
D         ,Slim,TERRIERTMX,TERRIE,TriColour ,Y,M,14,MOUNT COOLUM
D         ,Eevee,STAFFRDBT ,STAFFR,Brown     ,Y,F,14,
D         ,Amber,RETRIEVGD ,RETRIE,Gold      ,Y,F,15,EUMUNDI
D         ,Toby,PAPILLONX ,PAPILL,Gold      ,Y,M,14,NAMBOUR
D         ,Zara,FOXTERRMN ,FOXTER,BlackTanWh,Y,F,14,BUDERIM
D         ,Abby,SHARPEIX  ,SHARPE,Gold      ,Y,F,15,EUDLO
D         ,Bunji,LHASAAPSO ,LHASAA,Sable     ,Y,M,15,EUMUNDI
D         ,Kandyce,TERRIERTN ,TERRIE,TanWhite  ,Y,F,15,BEERWAH
D         ,Buster,CHIHUAHUAX,CHIHUA,TriColour ,Y,M,14,BUDERIM
D         ,Maddy,LABRADOR  ,LABRAD,Gold      ,Y,F,15,BUDERIM
D         ,Barnsey,SHEEPDGSH ,SHEEPD,WhiteTan  ,Y,M,15,ROSEMOUNT
D         ,Bess,POODLETOY ,POODLE,Black     ,Y,F,14,MAROOCHYDORE
D         ,Missy,TERRIERSI ,TERRIE,BlackTanSi,Y,F,14,NAMBOUR
D         ,Digger,CATTLEDOGX,CATTLE,BlueTan   ,Y,M,15,WEST WOOMBYE
D         ,Jessie,COLLBORDR ,COLLBO,BlackWhite,Y,F,14,ROSEMOUNT
D         ,Chelsea,MALTESEX  ,MALTES,BlackWhite,Y,F,15,DOONAN
D         ,Connie,JACKRUSSL ,JACKRU,TriColour ,Y,F,14,PERWILLOWEN
D         ,Dino,FOXTERRIE ,FOXTER,BlackWhite,Y,M,13,COES CREEK
D         ,Jaz,POODLEMIN ,POODLE,Black     ,Y,F,14,BUDERIM
D         ,Annie,MALTESE   ,MALTES,White     ,Y,F,14,SIPPY DOWNS
D         ,Maggie,MALTESEX  ,MALTES,SableWhite,Y,F,14,PARREARRA
D         ,Isabel,SHIHTZUX  ,SHIHTZ,TriColour ,Y,F,15,MALENY
D         ,Izzy,JACKRUSSLX,JACKRU,TanWhite  ,Y,F,14,BUDERIM
D         ,Diesel,KELPIEAUS ,KELPIE,BlackWhite,N,M,14,NAMBOUR
D         ,Elsa,RIDGEBACKX,RIDGEB,Tan       ,Y,F,14,NAMBOUR
D         ,Milly,LABRADOODL,LABRAD,Gold      ,Y,F,14,TWIN WATERS
D         ,Otto,JACKRUSSLX,JACKRU,TriColour ,Y,F,14,COOLUM BEACH
D         ,Honey,SPOODLE   ,SPOODL,Gold      ,Y,F,14,SIPPY DOWNS
D         ,Zarra,GREATDANE ,GREATD,Tan       ,Y,F,14,MAROOCHYDORE
D         ,Byron,MALTESE   ,MALTES,White     ,Y,M,17,KULUIN
D         ,Ali,BASENJI   ,BASENJ,RedWhite  ,N,M,16,HIGHWORTH
D         ,Kosta,MALTESE   ,MALTES,White     ,Y,M,14,FOREST GLEN
D         ,Cleo,CATTLEDOGX,CATTLE,BlackTan  ,Y,F,14,NAMBOUR
D         ,Lilly,SHIHTZUX  ,SHIHTZ,Apricot   ,Y,F,14,MAROOCHYDORE
D         ,Misty,TERRIERWHX,TERRIE,Cream     ,Y,F,16,PALMWOODS
D         ,Molly,POODLETOYX,POODLE,Black     ,Y,F,14,MOOLOOLABA
D         ,Sam,DALMATIANX,DALMAT,Black     ,Y,M,14,VERRIERDALE
D         ,Jack,STAFFRDBT ,STAFFR,Brindle   ,Y,M,15,MOUNTAIN CREEK
D         ,Max,CATDGSMTH ,CATDGS,Blue      ,Y,M,16,MOUNT COOLUM
D         ,Jimmy,BICHONFRS ,BICHON,White     ,Y,M,14,BUDERIM
